"","Q","text","tokens","uncivil_dictionary","n_raters","n_uncivil","uncivil_perceptions","uncivil_coded"
"414","Q471","維護人之常情，但事實校長睇完都話未知乜人做 :但邊個做又點，私事一件，呢到五毛都日日叫人去死，咁係咪要BLOCK 香討? :","維護 人之常情 但 事實 校長 睇完 都話 未知 乜人 做 但 邊個 做 又點 私事 一 件 呢到 五毛 都 日日 叫人 去死 咁 係咪 要 香討",1,16,6,0.375,1
"415","Q472","目無法紀，吹雞班馬入元朗行兇，拉哂班曱甴畜牲打靶:victory:：df24：","目無法紀 吹雞 班馬 入 元朗 行兇 拉 哂 班 曱甴 畜牲 打靶",1,16,13,0.8125,1
"416","Q473","C HING,我就係一邊聽HIP HOP一邊溫書!宜家上黎吹下水!","我 就係 一邊 聽 一邊 溫書 宜家 上黎 吹下水",0,17,2,0.117647058823529,0
"417","Q474","後生仔有返工 = 應該食炒價口罩廢老無所事事落公園論政 = 好撚有需要","後生仔 有 返工 應該 食炒價 口罩 廢老 無所事事 落公園 論政 好撚 有需要",1,15,10,0.666666666666667,1
"418","Q475","The answer is yes ?咁外傭仲要比一大筆中介費去擁抱法西斯, 係佢地變態定你攪錯左?","咁 外傭 仲要 比 一大筆 中介費 去 擁抱 法西斯 係 佢地 變態 定 你 攪 錯左",0,16,2,0.125,0
"419","Q476","共和黨Solomon Yue不會在17/9出席美國國會的香港問題聽證會（我有朋友都fact checked左）係我之前誤會左佢, sorry","共和黨 不會 在 出席 美國 國會 的 香港 問題 聽證會 我 有 朋友 都 左 係 我 之前 誤會 左 佢",0,17,3,0.176470588235294,0
"420","Q477","五毛先至會黑白不分，因為衰格。入得議會都算半個人，個格衰極都比唔上五毛，除咗果幾條姓割姓鼠姓完女。","五毛 先 至會 黑白不分 因為 衰格 入得 議會 都算 半 個人 個 格 衰極 都 比唔上 五毛 除咗 果 幾條 姓 割 姓 鼠 姓 完 女",1,17,9,0.529411764705882,1
"421","Q478","甘藍絲開口話佔中學生係廢青，你又點解釋？甘吾通佔中嘅人吾係人？藍絲有幾好人？請回答","甘 藍絲 開 口話 佔 中學生 係 廢青 你 又點 解釋 甘 吾通 佔中 嘅 人 吾係 人 藍絲 有 幾 好人 請 回答",1,17,6,0.352941176470588,1
"422","Q479","game 區，如果唔係新game  9成有置頂post ( 餘下一成就online game ，但官網會有新手教學 )多數都會有攻略，說明書都會教下你點控制角色，除非你玩開心版","區 如果 唔係 新 成 有 置頂 餘下 一 成就 但 官網 會有 新手 教學 多數 都 會有 攻略 說明書 都會 教下 你 點 控制 角色 除 非你 玩 開心 版",0,16,2,0.125,0
"423","Q48","屌佢老母啦  德國扣押人地d貨添呀  一蚊都唔撚比呀  全歐洲第一個國家咁撚樣做添呀  有冇人屌過德國呀？","屌佢老母 啦 德國 扣押 人地 貨 添呀 一蚊 都 唔撚 比 呀 全 歐洲 第一個 國家 咁 撚樣 做 添呀 有冇人 屌 過 德國 呀",1,15,9,0.6,1
"424","Q480","支持警方用國際標準，唔係，應該用尾蟈標準對付呢啲一啲都唔無辜嘅暴徒","支持 警方 用 國際 標準 唔係 應該 用尾 蟈 標準 對付 呢啲 一啲 都 唔 無辜 嘅 暴徒",1,18,10,0.555555555555556,1
"425","Q481","自撚私，唔該你對加國俾返d貢獻啦。正一兒登仔，有樓真係唔代表乜，唔通我有要同人講垃圾人格","自 撚 私 唔該 你 對 加國 俾返 貢獻 啦 正一 兒 登 仔 有樓 真係 唔代表 乜 唔通 我 有 要 同人 講 垃圾 人格",1,14,8,0.571428571428571,1
"426","Q482","我就咁諗 認唔到警員冇問題咁就告指揮官 指揮官縱容下屬行兇就姐係主謀唔關事就你督返個細嘅岀嚟話佢唔聽你講屌 講咁多做乜鳩呀 一日未贏一日都十劃未有一撇呀","我 就 咁諗 認 唔到 警員 冇問題 咁就 告 指揮官 指揮官 縱容 下屬 行兇 就 姐係 主謀 唔關事 就 你 督 返 個 細 嘅 岀嚟 話 佢 唔聽 你 講 屌 講咁多 做乜鳩 呀 一日 未 贏 一日 都 十 劃 未有 一 撇 呀",1,17,6,0.352941176470588,1
"427","Q483","最低消費：送popo/藍議員/藍官員入垃圾桶先啦揸鏟泥車碌popo呢啲應該咁善良既香港人唔會做就算了吧","最低消費 送 藍 議員 藍 官員 入 垃圾桶 先啦 揸 鏟 泥車 碌 呢啲 應該咁 善良 既 香港人 唔會 做就 算了吧",1,18,6,0.333333333333333,1
"428","Q484","大安旨意心態;前面都無事未走，驚閪咩;既食花生撚每次發夢都一大班，跟手要走就會慢幾拍頂住前面走唔甩","大安旨意 心態 前面 都 無事 未 走 驚閪咩 既 食花生 撚 每次 發夢 都 一大班 跟手 要走 就會 慢幾拍 頂住 前面 走唔甩",1,18,8,0.444444444444444,1
"429","Q485","我地係要打主堡同攻塔 唔係打小兵 班小兵阻頭阻勢 過街老鼠 唔好撚再理佢地","我地 係要 打主 堡 同 攻 塔 唔係 打 小兵 班 小兵 阻頭阻勢 過街老鼠 唔 好撚 再 理 佢地",1,17,9,0.529411764705882,1
"430","Q486","總之人地一日未查完，你試圖用取或搶，將件野由執法人員手上「拎」返係自己手中，已經係妨礙執法程序:30 AM 編輯 [/i]]","總之 人地 一日 未 查完 你 試圖 用 取 或 搶 將 件 野 由 執法 人員 手上 拎 返 係 自己 手中 已經 係 妨礙 執法 程序 編輯",0,15,4,0.266666666666667,0
"431","Q487","連基地防守都要入埋數...!咁三十億包唔包幾套愛國者同埋地點既地價?","連 基地 防守 都要 入 埋數 咁 三 十億 包唔包 幾 套 愛國者 同埋 地點 既 地價",0,17,4,0.235294117647059,0
"432","Q488","你唔識自己分析???狙擊槍 bolt action 槍機準定係自動槍機準，識唔識答~","你 唔識 自己 分析 狙擊 槍 槍 機 準 定係 自動 槍 機 準 識 唔識答",0,18,5,0.277777777777778,0
"433","Q489","乞食不成搏拉製造""政治打壓""假象下次班乞丐學到 一清場就嗌民主萬歲 明冇","乞食 不成 搏 拉 製造 政治 打壓 假象 下次 班 乞丐 學到 一 清場 就 嗌 民主 萬歲 明 冇",0,15,8,0.533333333333333,0
"434","Q49","場運動持續四個幾月 第五個月都嚟 你連我地嘅訴求都唔知就縮返入你老母個閪到唔好出嚟獻世啦","場 運動 持續 四 個 幾 月 第五 個月 都 嚟 你 連 我地 嘅 訴求 都 唔知 就 縮 返入 你 老母 個 閪 到 唔好 出嚟獻世 啦",1,17,9,0.529411764705882,1
"435","Q490","13個黃絲狗比豬，265個心支持英勇市民。支持果位英勇市民，加油","個 黃絲 狗 比 豬 個心 支持 英勇 市民 支持 果位 英勇 市民 加油",1,17,9,0.529411764705882,1
"436","Q491","在網上搵到關於呢個龍緯汶嘅新聞，大都係關於佢喺大紀元發表言論，3次去臺灣睇神韻洗腦劇。有一篇評論更加話佢係國民黨喺香港嘅代理人。","在 網上 搵到 關於 呢個 龍 緯 汶 嘅 新聞 大 都係 關於 佢喺 大紀元 發表 言論 次 去 臺灣 睇 神韻 洗腦 劇 有 一 篇 評論 更加 話 佢係 國民黨 喺 香港嘅 代理人",0,15,3,0.2,0
"437","Q492","唔戴口罩仲想打人，大家忍唔忍TVB偽人?[擠牙膏]便秘Jacky話報警，TVB團隊就post新片指證佢想打女人","唔 戴口罩 仲想 打人 大家 忍 唔 忍 偽人 擠 牙膏 便秘 話 報警 團隊 就 新片 指證 佢 想 打 女人",0,16,7,0.4375,0
"438","Q493","我自己可能偏見....但我中學真係見過條煩膠，果陣日撚日有意無意話自己maths好勁，日日有意無意表示自己IQ高果陣個個都覺得佢煩到癲，自命不凡自此我會對呢類人有少少反感.....","我 自己 可能 偏見 但 我 中學 真係 見過 條 煩膠 果陣 日 撚 日 有意無意 話 自己 好勁 日日 有意無意 表示 自己 高 果陣 個個 都 覺得 佢 煩 到 癲 自命不凡 自此 我 會對 呢類人 有少少 反感",1,16,9,0.5625,1
"439","Q494","食宏隆，40蚊有超大隻雞脾+飯/意粉/薯條仲包埋可樂/朱古力/奶茶/咖啡","食 宏 隆 蚊 有 超 大隻 雞脾 飯 意粉 薯條 仲 包埋 可樂 朱古力 奶茶 咖啡",0,16,1,0.0625,0
"440","Q495","「小學雞」，無所謂啦！   言論自由嘛！;P;P國際舞台，政治智慧，領導人如何拆局？ 是一門藝術...我不想在這裡跟你無聊地互相取笑！  (雖然我知道這版很多人喜歡9up ;P )","小學雞 無所謂 啦 言論自由 嘛 國際 舞台 政治 智慧 領導人 如何 拆局 是 一 門 藝術 我 不 想在 這裡 跟你 無聊 地 互相 取笑 雖然 我 知道 這 版 很多人 喜歡",1,15,4,0.266666666666667,0
"441","Q496","呢個女人好無能搞到D黑衣暴徒得寸進尺全無計劃收拾殘局害死一般市民","呢個 女人 好無能 搞到 黑衣 暴徒 得寸進尺 全無 計劃 收拾殘局 害死 一般 市民",1,17,9,0.529411764705882,1
"442","Q497","單眼女的瞄準技術又可以更進一步了！一定利害過神槍手單眼英！有六成曱甴撐佢冇咗隻眼！但可得翻五百萬安家費！","單 眼 女 的 瞄準 技術 又 可以 更進一步 了 一定 利害 過 神槍手 單 眼 英 有 六成 曱甴 撐佢 冇咗 隻 眼 但 可得 翻 五 百萬 安家費",1,16,9,0.5625,1
"443","Q498","Sir乜鳩 黑衫都唔撚敢著抗乜野爭，出去非法集結添，係咪又唔好出","乜鳩 黑衫 都 唔撚 敢 著 抗 乜野 爭 出去 非法 集結 添 係咪 又 唔 好出",1,15,8,0.533333333333333,1
"444","Q499","相信大部份反骨畜牲暴徒狗係唔駛做嘢，食父母食政府食國家，唯一辨法同心去信中央出軍射殺畜牲暴徒抄家充公財產及所謂支持者","相信 大部份 反骨 畜牲 暴徒 狗 係 唔駛 做嘢 食 父母 食 政府 食 國家 唯一 辨法 同心 去信 中央 出 軍 射殺 畜牲 暴徒 抄家 充公 財產 及 所謂 支持者",1,16,13,0.8125,1
"445","Q5","支持啦，我屋企有人長期病患都支持醫護罷工本身公立醫院都壓力大，宜家仲要放d生化武器過嚟，真係on99","支持 啦 我 屋企 有人 長期 病患 都 支持 醫護 罷工 本身 公立 醫院 都 壓力大 宜家 仲要 放 生化武器 過嚟 真係",1,17,7,0.411764705882353,1
"446","Q50","依家咪就係屌9你地點解唔跟指引囉有指引你唔撚跟 咁仲提咩9指引呀","依家 咪 就係 屌 你地 點解 唔跟 指引 囉 有 指引 你 唔撚 跟 咁 仲提 咩 指引 呀",1,15,8,0.533333333333333,1
"447","Q500","講乜都冇用，只要去衛生署同初選網站揾兩張圖做個比較，就知道香港第三波疫情大爆發關唔關班仆街黃屍事啦。。。","講 乜都 冇用 只 要去 衛生署 同 初選 網站 揾 兩 張圖 做 個 比較 就知道 香港 第 三 波 疫情 大爆發 關唔關 班仆街 黃屍 事 啦",1,17,9,0.529411764705882,1
"448","Q51","你條低端獨畜係現實生活唔敢認係獨畜，無撚用，切左條撚算數啦，搵你娘親試下，一定滿足你老母臭西:lol;P","你 條 低端 獨 畜 係 現實 生活 唔敢 認係 獨 畜 無 撚 用 切左 條 撚 算數 啦 搵你 娘親 試下 一定 滿足 你老母臭 西",1,18,14,0.777777777777778,1
"449","Q52","幾任阿一～你地同部份黑警受制特9英呢個大種乞兒你地真係死梗...","幾 任 阿 一 你地 同 部份 黑警 受制 特 英 呢個 大 種 乞兒 你地 真係 死梗",1,16,10,0.625,1
"450","Q53","演講，擺明寸犯民。搞咁多野，有破壞，無建設。簡單基建要30年。 國內3 年，就可以","演講 擺 明寸 犯民 搞 咁多野 有 破壞 無建設 簡單 基建 要 年 國內 年 就 可以",1,15,6,0.4,1
"451","Q54","只因被毒媒成功妖魔化 又話割心肝脾肺腎 眼角膜等等!將某些單一事件包裝成恆常事件!唔通香港有幾單殺母 就話個個殺自已老母 妖獸都市咩:","只因 被 毒媒 成功 妖魔化 又話 割 心肝脾肺腎 眼角膜 等等 將 某些 單一 事件 包裝 成 恆常 事件 唔通 香港 有 幾 單殺 母 就話 個個 殺 自已 老母 妖獸 都市 咩",0,17,10,0.588235294117647,0
"452","Q55","如果冇我地香港支撐,大陸一早己經破產!今次香港人發威,共產黨好快就要跪低.任老係5毛,可悲.:","如果 冇 我地 香港 支撐 大陸 一早 己經 破產 今次 香港人 發威 共產黨 好快 就要 跪低 任 老 係 可悲",1,15,9,0.6,1
"453","Q56","兩屆特首只不過係演員,並無實權,職責只係協助上面演好早已安排嘅劇本,香港唔掂走去向中央乞食,情節基本無太大分別,老共玩呢d野係有一手,所以我覺得做佢兩個好慘,人在江湖身不由己!","兩 屆 特首 只不過 係 演員 並 無實權 職責 只係 協助 上面 演 好 早已 安排 嘅 劇本 香港 唔掂 走 去向 中央 乞食 情節 基本 無 太 大分別 老共 玩 呢d野 係 有一手 所以 我 覺得 做 佢 兩個 好慘 人在 江湖 身不由己",0,15,3,0.2,0
"454","Q57","樓主講得好, 但係得一句就係一哥做特首掂, 強政厲治, 打倒政棍, 通廢青櫃:","樓主 講得好 但係 得 一句 就係 一哥 做特首 掂 強 政 厲 治 打倒 政棍 通 廢青 櫃",1,14,7,0.5,1
"455","Q58","1500萬，如果學生會仆街用黎港獨，買軍火都夠，真係要徹底下班仆街大學生。","萬 如果 學生會 仆街 用黎 港獨 買 軍火 都 夠 真 係要 徹 底下 班仆街 大學生",1,14,9,0.642857142857143,1
"456","Q59","淨係呢頁黎到呢到已經有四條硬膠既淨係會諗到其他人客當時雙手都冇拎住野架喎:","淨 係呢 頁 黎到 呢到 已經 有 四 條 硬膠 既 淨 係會 諗到 其他 人客 當時 雙手 都冇 拎住 野 架喎",1,21,9,0.428571428571429,1
"457","Q6","香港都有咁情況啦，夠得賠唔撚夠，又或者無得賠，咪出黎鳩up嚕，你無睇咩？ 另外你估大陸真係無得去審呢d 野呀？ 問題你有無錢，香港你無錢咪又係無得打，睇少d 毒果啦 傻仔。","香港 都 有咁 情況 啦 夠 得 賠 唔撚夠 又 或者 無得 賠 咪 出黎 鳩up 嚕 你 無 睇咩 另外 你 估 大陸 真係 無得 去 審 呢 野 呀 問題 你 有 無錢 香港 你 無錢 咪 又係 無得 打 睇少 毒果 啦 傻仔",1,21,12,0.571428571428571,1
"458","Q60","香港真係可悲，鳩永髒，白痴瘋呢兩件咁撚騎呢都可以捧到上天。外人不知，會以為香港全境是一間超大型弱智兒童中心。","香港 真係 可悲 鳩 永 髒 白 痴瘋 呢 兩 件 咁撚 騎呢 都 可以 捧到 上天 外人 不知 會以 為香港 全 境 是 一間 超大型 弱智 兒童 中心",1,14,7,0.5,1
"459","Q61","689俾蝗滋瘋用巨形吊車居高臨下監視全屋 連老婆同女都唔放過,原來689權力遠遠未夠黃渣假髮狗官超然","俾 蝗 滋 瘋 用 巨 形 吊車 居高臨下 監視 全 屋 連 老婆 同 女 都 唔放過 原來 權力 遠遠 未夠 黃 渣 假髮 狗官 超然",1,19,9,0.473684210526316,1
"460","Q62","仲有兩項紀錄：智障及精神病人特別多，黃屍是也；另外，唔認列祖列宗，以踐踏詛咒及出賣自己國家為榮為快嘅漢奸畜牲，近年數量暴增，全球應該首屈一指。","仲有 兩 項 紀錄 智障 及 精神病人 特別多 黃屍 是 也 另外 唔認 列祖列宗 以 踐踏 詛咒 及 出賣 自己 國家 為榮 為 快 嘅 漢奸 畜牲 近年 數量 暴 增 全球 應該 首屈一指",1,13,8,0.615384615384615,1
"461","Q63","721個日西環夜晚有攻有守由金鐘行能到去西環入夜聽到西環嗌光復香港 時代革命然後再有手足入返元朗救人打到班鄉黑縮返入去呢個夢 個股士氣 我一世都唔會忘記","個日 西環 夜晚 有 攻 有 守 由 金鐘 行 能 到去 西環 入夜 聽到 西環 嗌 光復香港 時代革命 然後 再有 手足 入 返 元朗 救人 打到 班 鄉 黑 縮 返 入去 呢 個夢 個股 士氣 我 一世 都 唔會 忘記",1,18,5,0.277777777777778,1
"462","Q64","個post好多三毛撚樣喺度推緊，唔該大家幫手拉返落嚟請善用不推文功能冷對待場仗未打完，唔需要而家做檢討focus中大各地「請善用不推文功能」場仗未打完，唔需要而家做檢討，focus中大各區","個post 好多 三毛 撚 樣喺度 推 緊 唔該 大家 幫手 拉 返落嚟 請 善用 不 推文 功能 冷 對待 場 仗 未 打完 唔需要 而家 做 檢討 中大 各地 請 善用 不 推文 功能 場 仗 未 打完 唔需要 而家 做 檢討 中大 各區",1,18,8,0.444444444444444,1
"463","Q65","西九高鐵站繼續開黨鐵車廂又唔洗港豬噢大橋仲要唔洗錢武漢湖北d 飛機照飛連陳肇始都叫人唔洗戴口罩仆你個街叫我地香港兒女d 醫護用條命同你埋單你都痴撚線#一人一帖撐醫療界罷工#醫護的命也是命","西九 高鐵站 繼續 開 黨鐵 車廂 又 唔洗 港豬 噢 大橋 仲要 唔洗錢 武漢 湖北 飛機 照 飛 連 陳肇始 都 叫人 唔洗 戴口罩 仆 你 個 街 叫 我地 香港 兒女 醫護 用 條命 同你 埋單 你 都 痴撚線 一人 一帖 撐 醫療界 罷工 醫護 的 命 也是 命",1,12,4,0.333333333333333,1
"464","Q66","大淫帝國“科學家”研究證實，印度人由每日食兩餐改為每日食三餐，係極大的浪費，係對地球的破壞。","大 淫 帝國 科學家 研究 證實 印度人 由 每日 食兩餐 改為 每 日食 三餐 係 極大 的 浪費 係 對 地球 的 破壞",0,22,15,0.681818181818182,0
"465","Q67","ON9 「黃絲曱甴」果然係低b, 自作業自 hi 到自己人生 j 彩。","黃絲 曱甴 果然 係 低 自 作業 自 到 自己 人生 彩",1,18,9,0.5,1
"466","Q68","成龍跟梁派英一樣咁賤格唔明仲有d傻仔話佢地講得岩~撐CY,收皮啦:","成龍 跟 梁 派 英 一樣 咁 賤格 唔明 仲有 傻仔 話 佢地 講得岩 撐 收皮啦",1,12,6,0.5,1
"467","Q69","都唔知話佢天真定傻好，案底你估玩呀，真係坐完當無數？家人有案底都會影響其他家人投考公務員，係d傻hihi廢青以為好過引。","都 唔知 話 佢 天真 定 傻 好 案底 你 估 玩 呀 真係 坐完 當 無數 家人 有 案底 都會 影響 其他 家人 投考 公務員 係 傻 廢青 以為 好過引",1,12,5,0.416666666666667,1
"468","Q7","對方出咩人有公開，次次都係個幾條友。下下玩程序，浪費納稅人錢，黑警狗女k仔案仲未解釋到呀，斷正都撒控。","對方 出 咩人 有 公開 次次 都係 個 幾 條友 下下 玩 程序 浪費 納稅人 錢 黑警 狗女 仔 案 仲未 解釋 到 呀 斷正 都 撒 控",1,17,4,0.235294117647059,1
"469","Q70","認真，你再和理非，cctvb都會講撚到你係暴徒，不如痛痛快快做返次啦，開遮捉狗入人羣，全裸掟返佢地出去","認真 你 再 和 理非 都會 講 撚 到 你 係 暴徒 不如 痛痛快快 做 返次啦 開 遮 捉 狗 入 人羣 全裸 掟 返 佢地 出去",1,13,8,0.615384615384615,1
"470","Q71","修例風波：疑無禁學生奏《榮光》　九龍塘香島中學教師稱不獲續約感覺到秋後算帳時間到了，今日炒左件黃師，唔知幾時炒返幾件黑醫護呢？可能等疫情完後人手無甘緊張時...","修例 風波 疑 無 禁 學生 奏 榮光  九龍塘 香島中學 教師 稱 不獲 續約 感覺到 秋後算帳 時間 到了 今日 炒 左件 黃師 唔知 幾時 炒 返 幾 件 黑 醫護 呢 可能 等 疫情 完 後 人手 無 甘 緊張 時",1,20,7,0.35,1
"471","Q72","上次遊輪條友話，“林鄭一早封關既話，我就唔會出去囉！”條友一定係日日要阿媽叫，先知醒去返工，遲到怪阿媽冇叫佢！","上次 遊輪 條友 話 林鄭 一早 封關 既話 我 就 唔會 出去 囉 條友 一 定係 日日 要 阿媽 叫 先 知醒 去 返工 遲到 怪 阿媽 冇叫佢",0,14,4,0.285714285714286,0
"472","Q73","【3.26特首決戰】【本報訊】參選特首的林鄭月娥日前在訪問中稱丈夫林兆波和兒子都無意放棄英...","特首 決戰 本報訊 參選 特首的 林鄭月娥 日前 在 訪問中 稱 丈夫 林兆波 和 兒子 都 無意 放棄 英",0,17,1,0.0588235294117647,0
"473","Q74","呢方面係悲觀的.市民無理由陪佢地發癲,鬥大聲.唯有cy用一些手段,抑制一下:","呢方面 係 悲觀 的 市民 無理由 陪佢地 發癲 鬥 大聲 唯有 用 一些 手段 抑制 一下",0,17,5,0.294117647058824,0
"474","Q75","用盡晒咪福街囉只不過唔用既話，早o的福之嘛原來老曾個一百憶係咁意思，小財唔出，大財唔入要睇","用盡 晒 咪 福街 囉 只不過 唔用 既話 早 的 福 之嘛 原來 老曾 個 一百 憶 係 咁意思 小財 唔出 大 財 唔入 要 睇",1,18,9,0.5,1
"475","Q76","14億人係飲農夫山泉架, 撚係飲寶礦力咩。 元秋議員我勸你少講無謂說話","人 係 飲 農夫 山 泉 架 撚係 飲 寶礦力 咩 元秋 議員 我 勸 你 少 講 無謂 說話",1,19,6,0.315789473684211,1
"476","Q77","班暴徒識驚，已經揾咗消防員救熄咗D火，現在又怕被拉，扯住亞中大段校長，叫佢同警方講數，正一冇膽匪類;P:lol:","班 暴徒 識驚 已經 揾 咗 消防員 救 熄咗 火 現在 又怕 被拉 扯住 亞 中大 段 校長 叫佢 同 警方 講數 正一 冇膽匪類",1,17,11,0.647058823529412,1
"477","Q78","好似套「黑社會」入面嘅 Jimmy 仔，你估你話想唔玩就唔玩呀？","好似 套 黑社會 入面 嘅 仔 你 估 你 話 想 唔玩 就 唔玩 呀",0,18,6,0.333333333333333,0
"478","Q79","都係睇中國到時點姐萬一到時中國肯做美國隻狗聽曬話你估仲有冇人記得乜撚野法案美國做野都係睇利益真心覺得多謝既都無妨既但覺得人地出發點就係為左幫香港/叫埋人做老豆同契爺就好撚好笑","都係 睇 中國 到時 點 姐 萬一 到時 中國 肯做 美國 隻 狗 聽 曬 話 你 估 仲 有冇人 記得 乜撚野 法案 美國 做野 都係 睇 利益 真心 覺得 多謝 既 都 無妨 既 但 覺得 人地 出發點 就係 為左 幫 香港 叫埋 人 做 老豆 同 契爺 就 好撚 好笑",1,16,9,0.5625,1
"479","Q8","如果全民派錢， 一定會派埋比啲曱甴， 既然係咁， 不如大家都唔好派。","如果 全民 派錢 一定 會 派埋 比 啲 曱甴 既然 係咁 不如 大家 都 唔好 派",1,15,9,0.6,1
"480","Q80","呢班廢青，錢又要攞，面又要比，第時佢地出黎做野，老細本來想加二百蚊，而家加三百蚊，又要老細道歉嗎？:","呢 班廢青 錢 又 要攞 面 又要 比 第時 佢地 出黎 做野 老細 本來 想 加 二百 蚊 而家 加 三百 蚊 又要 老細 道歉 嗎",1,15,5,0.333333333333333,1
"481","Q81","應該話一子錯滿盤皆落索....不過唔係有呢次佔領,大家都唔會領悟到唔立23條原來會有咁既後果....千古罪人留返俾戴妖....","應該 話 一子錯 滿盤皆落索 不過 唔 係有 呢次 佔領 大家 都 唔會 領悟 到 唔立 原來 會有 咁既 後果 千古罪人 留返 俾 戴妖",1,15,5,0.333333333333333,1
"482","Q82","真係想搞環保係要返返去殖民時代反殖民發展得太早，呢家d 生番國家不撚停生仔一個人既出生，都夠你搭N次飛機建議歐洲先除左膠，後再殖民非洲、亞洲，聯手KO俄佬咁先有望可以淨化地球","真係 想 搞 環保 係要 返返去 殖民 時代 反 殖民 發展得 太早 呢家 生番 國家 不 撚 停 生仔 一 個人 既 出生 都 夠你 搭 次 飛機 建議 歐洲 先 除 左膠 後 再殖民 非洲 亞洲 聯手 俄佬 咁 先 有望 可以 淨化 地球",1,16,9,0.5625,1
"483","Q83","與曱甴為伍，同為畜牲，無人性！希望有朝一日，黑記同曱甴互隊！:","與 曱甴 為伍 同為 畜牲 無 人性 希望 有朝一日 黑記 同 曱甴 互 隊",1,19,13,0.684210526315789,1
"484","Q84","傻既，呢個世界點會只有黃同藍。唔知幾時開始d人就變成非黃即藍，搞到好似台灣咁。呢個世界應該係多元同包容既，咁淺窄既視野點做到大事？咁唔通你個大老細支持黃絲咁你又小佢咩？","傻既 呢個 世界 點會 只有 黃 同 藍 唔知 幾時 開始 人 就 變成 非 黃 即 藍 搞到 好似 台灣 咁 呢個 世界 應該係 多元 同 包容 既 咁 淺窄 既 視野 點 做到 大事 咁唔通 你 個 大 老細 支持 黃絲 咁 你 又 小佢 咩",0,18,7,0.388888888888889,0
"485","Q85","梗係比原本個毒品賣家篤啦毒品大拆家話跟原本有122kg點解而家你話搜出120kg架你咁寫我會比大佬以為我落架死都唔撚簽120kg啦結果咪捉到有人私賣","梗係 比 原本 個 毒品 賣家 篤 啦 毒品 大 拆 家話 跟 原本 有 點解 而家 你 話 搜出 架 你 咁寫 我 會比 大佬 以為 我 落 架 死都唔 撚 簽 啦 結果 咪 捉到 有人 私 賣",1,17,7,0.411764705882353,1
"486","Q86","我真係好驚你地啲腦殘喪屍黃衛兵批鬥呀，蠢過隻豬比人點去做暴徒，仲學人講真理理想，入度赤柱坐埋同一個倉個陣慢慢講喇","我 真係 好驚 你地 啲 腦殘 喪屍 黃衛兵 批鬥 呀 蠢過 隻 豬 比人 點 去做 暴徒 仲 學人 講 真理 理想 入 度 赤柱 坐埋 同一個 倉 個陣 慢慢 講 喇",1,22,16,0.727272727272727,1
"487","Q87","呢個project邊個搞一d政治常識都冇一個政府寫首歌屌鳩自己既市民仲要用bot厄正評好cheap","呢個 邊個 搞 一 政治 常識 都冇 一個 政府 寫 首 歌 屌鳩 自己 既 市民 仲 要用 厄 正評 好",1,14,7,0.5,1
"488","Q88","古代去到中世 生仔一向都係好危險既事唔係個細既感染死就係個老母失血感染死生六個可能得兩個成人到十零歲幼幼就中出到生到條仔唔想生先停架啦羅馬天主教係一夫一妻制 更加要係咁屌西先得","古代 去到 中 世 生仔 一向 都係 好 危險 既事 唔 係個細 既 感染 死 就係 個 老母 失血 感染 死 生 六個 可能 得 兩個 成人 到 十 零 歲 幼幼 就 中 出到 生 到 條仔 唔想 生 先 停 架 啦 羅馬 天主教 係 一夫一妻 制 更加 要 係咁 屌西 先得",1,17,7,0.411764705882353,1
"489","Q89","你問我咁心態點同佢鬥我想講共匪同黑警咁廢點同美國/真正有謀略既人鬥收工啦 唔on9唔做 係廢又唔認","你 問 我 咁 心態 點 同佢 鬥 我 想講 共匪 同 黑警 咁廢 點同 美國 真正 有 謀略 既 人 鬥 收工 啦 唔 唔做 係 廢 又 唔認",1,21,14,0.666666666666667,1
"490","Q9","見到張相片, 就知道班暴民學棍是多麼的兇殘冇血性, 根本就是想用竹枝來傷害執法及醫護人員啊... 真係好賤格歹毒啊... 呢班暴民學棍, 同殘暴野獸冇分別... :","見到 張 相片 就知道 班 暴民 學棍 是 多麼 的 兇殘 冇 血性 根本 就是 想用 竹枝 來 傷害 執法 及 醫護人員 啊 真係 好 賤格 歹毒 啊 呢班 暴民 學棍 同 殘暴 野獸 冇分別",1,14,8,0.571428571428571,1
"491","Q90","blackmail blacklist 呢啲字死撚硬啦遲早要改","呢啲 字 死撚 硬 啦 遲早 要 改",1,16,6,0.375,1
"492","Q91","無事嘅，佢啲打手已出動，但無恥到話自己已投共，dklm,  為筍工去到幾盡都得！","無事 嘅 佢 啲 打手 已 出動 但 無恥 到 話 自己 已 投共 為 筍工 去到 幾盡 都得",1,22,12,0.545454545454545,1
"493","Q92","其實係咪吹夠四十萬, 一百萬, 李最淫同犯民就夠膽跨過羅湖橋上大陸推翻中共呢?:","其實 係咪 吹 夠 四 十萬 一 百萬 李 最淫 同 犯民 就 夠膽 跨過 羅湖橋 上大陸 推翻 中共 呢",1,10,5,0.5,1
"494","Q93","曱甴攬炒成功啦！其實有冇肺炎，佢哋最終都係想搞到香港咁，6成市民支持㗎嘛，香港仆街係遲早問題唧！全部出嚟抗爭唔好返工了！:","曱甴 攬炒 成功 啦 其實 有冇 肺炎 佢哋 最終 都係 想 搞到 香港 咁 成 市民 支持 <U+35CE> 嘛 香港 仆街 係 遲早 問題 唧 全部 出嚟 抗爭 唔好 返工 了",1,13,6,0.461538461538462,1
